Date,Update ID,Update URL,Update title,Update description,Update outbound URL,Update content text,Update submitted image URL,Update share media category,Impressions,Clicks,Likes,Comments,Shares,Engagements,Engagement rate (%)
2021-01-10,6753935305323147264,https://www.linkedin.com/feed/update/urn:li:share:6753935305323147264,EXPLORE | Data Science Course Overview,,https://www.youtube.com/watch?v=tCkwnPur7jA&feature=emb_imp_woyt,"Register now for our online Data Science course starting in one week's time.

https://lnkd.in/es3qsDR",https://media.licdn.com/dms/image/sync/C4E27AQG-V89QjGSAYQ/articleshare-shrink_1280_800/0/1681392801646?e=1682553600&v=beta&t=gAkXb_kydL2qQYMpHvlQUIe30HvC19qNMLvydyjLsI8,ARTICLE,0,0,20,1,0,21,
2021-01-15,6755849417502339072,https://www.linkedin.com/feed/update/urn:li:share:6755849417502339072,Explore Data Science Academy debuts online data engineering course,Africa’s largest data science academy introduces an online data engineering course amid the increasing demand for cloud computing skills.,https://www.itweb.co.za/content/WnpNgq2K4YGvVrGd,https://lnkd.in/eYSbrqM,https://media.licdn.com/dms/image/sync/C4E27AQGzoU2T7ruqRg/articleshare-shrink_800/0/1680789532452?e=1682553600&v=beta&t=-2lNLigxUb3aC1DG_meNXF7QEIolArD426MK1i7goLc,ARTICLE,1,0,78,3,1,82,8200
2021-02-09,6764822478226259968,https://www.linkedin.com/feed/update/urn:li:share:6764822478226259968,"Keep the fun in learning and start learning SQL today. 
Knight Lab designed the SQL Murder Mystery to be both a self-directed lesson to learn SQL concepts and commands and a fun game for experienced SQL users to solve an intriguing crime.
https://lnkd.in/d8U33Yf
#learningneverstops #sqlqueries #datascience",,https://media.licdn.com/dms/image/C4D22AQGgzrJzEi2j0Q/feedshare-shrink_2048_1536/0/1612859361774?e=1684972800&v=beta&t=TodrFBSbP2glJBo7EhvPvVJ6ZzTo98JbTwMARjgxOLw,"Keep the fun in learning and start learning SQL today. 
Knight Lab designed the SQL Murder Mystery to be both a self-directed lesson to learn SQL concepts and commands and a fun game for experienced SQL users to solve an intriguing crime.
https://lnkd.in/d8U33Yf
#learningneverstops #sqlqueries #datascience",https://media.licdn.com/dms/image/C4D22AQGgzrJzEi2j0Q/feedshare-shrink_2048_1536/0/1612859361774?e=1684972800&v=beta&t=TodrFBSbP2glJBo7EhvPvVJ6ZzTo98JbTwMARjgxOLw,IMAGE,3,0,30,0,0,30,1000
2021-02-10,6765183153402335232,https://www.linkedin.com/feed/update/urn:li:share:6765183153402335232,"Did you know that you can do machine learning with SQL? 
The blog takes you through the steps of creating a Linear Regression Model in SQL using the least squares regression formula.
https://lnkd.in/deiUENj

#datascience #machinelearning #sql #forecasting",,https://media.licdn.com/dms/image/C4D22AQEAkvddUkIweA/feedshare-shrink_2048_1536/0/1612945354162?e=1684972800&v=beta&t=W_HCRQUQD8SsPvz_K4uAYSekreefVBGCblKpaJ858uI,"Did you know that you can do machine learning with SQL? 
The blog takes you through the steps of creating a Linear Regression Model in SQL using the least squares regression formula.
https://lnkd.in/deiUENj

#datascience #machinelearning #sql #forecasting",https://media.licdn.com/dms/image/C4D22AQEAkvddUkIweA/feedshare-shrink_2048_1536/0/1612945354162?e=1684972800&v=beta&t=W_HCRQUQD8SsPvz_K4uAYSekreefVBGCblKpaJ858uI,IMAGE,2,0,28,0,2,30,1500
2021-02-11,6765545999566938112,https://www.linkedin.com/feed/update/urn:li:share:6765545999566938112,"Continuing with this week’s theme on SQL.
Have a look at this article that covers the importance of SQL, a list of resources to learn SQL as well as the best SQL Query practice platforms.
Which platforms have you found the best to practice your SQL skills?

https://lnkd.in/dskKeuq

#sql #datascience #datamodeling #dataanalytics #learningplatform ",,https://media.licdn.com/dms/image/C4D22AQH3NyhbZhkZfw/feedshare-shrink_2048_1536/0/1613031863057?e=1684972800&v=beta&t=n3h1suyYgxYDUMS7woPx6bzpvYYFqsMv47OzaqjRY1E,"Continuing with this week’s theme on SQL.
Have a look at this article that covers the importance of SQL, a list of resources to learn SQL as well as the best SQL Query practice platforms.
Which platforms have you found the best to practice your SQL skills?

https://lnkd.in/dskKeuq

#sql #datascience #datamodeling #dataanalytics #learningplatform ",https://media.licdn.com/dms/image/C4D22AQH3NyhbZhkZfw/feedshare-shrink_2048_1536/0/1613031863057?e=1684972800&v=beta&t=n3h1suyYgxYDUMS7woPx6bzpvYYFqsMv47OzaqjRY1E,IMAGE,2,0,28,0,1,29,1450
2021-02-12,6765966471655899136,https://www.linkedin.com/feed/update/urn:li:ugcPost:6765966471655899136,"It is Friday and to finish off our SQL theme for the week.
Have a look at this great SQL Cheat Sheet and add SQLTutorial to your list of resources.

https://lnkd.in/dMChrrn
#sql #datascience #resourcesharing ",,,"It is Friday and to finish off our SQL theme for the week.
Have a look at this great SQL Cheat Sheet and add SQLTutorial to your list of resources.

https://lnkd.in/dMChrrn
#sql #datascience #resourcesharing ",,,4,1,49,3,3,56,1400
2021-02-15,6767156984371257344,https://www.linkedin.com/feed/update/urn:li:share:6767156984371257344,"Have a look at this: https://lnkd.in/fqfZKJi

A gentle introduction to machine learning, deep learning and model interpretability presented in a very fun and interactive way.

#datascience #artificialintelliegence #machinelearning #deeplearning ",,https://media.licdn.com/dms/image/C4D22AQGDETZJrePaww/feedshare-shrink_2048_1536/0/1613415952157?e=1684972800&v=beta&t=-SpE0RTWIV9FQTU7eDuD45urByN-4ImBxi9Y4rrlYno,"Have a look at this: https://lnkd.in/fqfZKJi

A gentle introduction to machine learning, deep learning and model interpretability presented in a very fun and interactive way.

#datascience #artificialintelliegence #machinelearning #deeplearning ",https://media.licdn.com/dms/image/C4D22AQGDETZJrePaww/feedshare-shrink_2048_1536/0/1613415952157?e=1684972800&v=beta&t=-SpE0RTWIV9FQTU7eDuD45urByN-4ImBxi9Y4rrlYno,IMAGE,2,0,19,0,0,19,950
2021-02-16,6767540364183138304,https://www.linkedin.com/feed/update/urn:li:share:6767540364183138304,"What is the main difference between Machine Learning and Deep Learning?

Read more about it on this blog post: https://lnkd.in/dTeP5uX

#machinelearning #deeplearningai #artificialintelligenceai #datascience  ",,https://media.licdn.com/dms/image/C4D22AQG98gZ0OMIxhg/feedshare-shrink_2048_1536/0/1613507355912?e=1684972800&v=beta&t=w-Z2LI9FzhWD8C5rKKh38MOHiIbfGJb0jem7bOTUOXk,"What is the main difference between Machine Learning and Deep Learning?

Read more about it on this blog post: https://lnkd.in/dTeP5uX

#machinelearning #deeplearningai #artificialintelligenceai #datascience  ",https://media.licdn.com/dms/image/C4D22AQG98gZ0OMIxhg/feedshare-shrink_2048_1536/0/1613507355912?e=1684972800&v=beta&t=w-Z2LI9FzhWD8C5rKKh38MOHiIbfGJb0jem7bOTUOXk,IMAGE,2,0,18,0,1,19,950
2021-02-19,6768437277388480512,https://www.linkedin.com/feed/update/urn:li:ugcPost:6768437277388480512,"The theme for this week centred around Machine Learning. 
There are so many different Machine Learning algorithms, but how do we decide which algorithm is the best to use?

Have a look at this Machine Learning cheat sheet designed by Microsoft. Download it to add to your list of resources to use. 

#microsoft #machinelearning #algorithmsmadeeasy #datascience  #resourcesharing #artificialintelligence",,,"The theme for this week centred around Machine Learning. 
There are so many different Machine Learning algorithms, but how do we decide which algorithm is the best to use?

Have a look at this Machine Learning cheat sheet designed by Microsoft. Download it to add to your list of resources to use. 

#microsoft #machinelearning #algorithmsmadeeasy #datascience  #resourcesharing #artificialintelligence",,,5,2,16,0,2,20,400
2021-02-21,6769136702578581504,https://www.linkedin.com/feed/update/urn:li:share:6769136702578581504,Visualisation | Course Overview,,https://www.youtube.com/watch?v=leTobbSO8G8&feature=youtu.be,"Check out our new Visualisation for Data Science Course just launched.

https://lnkd.in/e4TzxTa",https://media.licdn.com/dms/image/sync/C4E27AQHb1TFAIdByIw/articleshare-shrink_1280_800/0/1681823076437?e=1682553600&v=beta&t=dEUTtqlOkuAp_sFg0F-R8u3wM_XQwKXDIMY0HDtx8P8,ARTICLE,1,0,10,0,0,10,1000
2021-02-22,6769522887788396544,https://www.linkedin.com/feed/update/urn:li:share:6769522887788396544,"Exploratory Data Analysis (EDA) is a vital part of any data science project, but basic data analysis can be very time-consuming.

What if it could all be done by using one command?

Good news! 
""The Pandas Profiling function extends the pandas DataFrame with df.profile_report() for quick data analysis. It displays a lot of information with a single line of code and that too in an interactive HTML report.""

This article provides information regarding this as well as a few other tips and tricks. 

Go try it out!

https://lnkd.in/dBKJK-A

#datascience #python #DataAnalysis #MachineLearning #datamodeling #pandas #html #data #deeplearning ",,https://media.licdn.com/dms/image/C4D22AQGdrUo-og6p-Q/feedshare-shrink_2048_1536/0/1613980026732?e=1684972800&v=beta&t=GlhUs_bJoukXjQCQzp_5BvcKWeTmA3auThRRumQX_qk,"Exploratory Data Analysis (EDA) is a vital part of any data science project, but basic data analysis can be very time-consuming.

What if it could all be done by using one command?

Good news! 
""The Pandas Profiling function extends the pandas DataFrame with df.profile_report() for quick data analysis. It displays a lot of information with a single line of code and that too in an interactive HTML report.""

This article provides information regarding this as well as a few other tips and tricks. 

Go try it out!

https://lnkd.in/dBKJK-A

#datascience #python #DataAnalysis #MachineLearning #datamodeling #pandas #html #data #deeplearning ",https://media.licdn.com/dms/image/C4D22AQGdrUo-og6p-Q/feedshare-shrink_2048_1536/0/1613980026732?e=1684972800&v=beta&t=GlhUs_bJoukXjQCQzp_5BvcKWeTmA3auThRRumQX_qk,IMAGE,4,0,19,1,0,20,500
2021-02-23,6769967124493438976,https://www.linkedin.com/feed/update/urn:li:share:6769967124493438976,6 Python Tips and Tricks YOU Should Know,Today I will be showing you some handy Python tips and tricks to improve your productivity. These shortcuts will help you code faster and smarter in Python in just 5 minutes. The most powerful of these tips will be towards the end of the video so make...,https://www.youtube.com/watch?v=qEr9iRX4K0o,"Have a look at this video for some tips and tricks to improve your productivity. These shortcuts will help you code faster and smarter in Python in just 5 minutes.

https://lnkd.in/dXizxBq

#python #codingtips #efficiency #datascience",https://media.licdn.com/dms/image/sync/C4E27AQHKm-1xQjHnIg/articleshare-shrink_1280_800/0/1681820766860?e=1682553600&v=beta&t=YXxELL3WgrPh9k_2NjaBGApHds-G18yj_UjyvFjXh-0,ARTICLE,0,0,18,0,0,18,
2021-02-24,6770329994783670272,https://www.linkedin.com/feed/update/urn:li:share:6770329994783670272,"Go to our website for more information on our upcoming courses.

https://lnkd.in/d4vN6qv

#digitalskills #datascience #learninganddevelopment #python #machinelearning #dataanalytics #cloudcomputing ",,https://media.licdn.com/dms/image/C4D22AQGmMx6VXOAxwg/feedshare-shrink_2048_1536/0/1614172455364?e=1684972800&v=beta&t=_-c-PgAdovB9ak1nbDpYMu1tC_kzF2N0DslntKFogeE,"Go to our website for more information on our upcoming courses.

https://lnkd.in/d4vN6qv

#digitalskills #datascience #learninganddevelopment #python #machinelearning #dataanalytics #cloudcomputing ",https://media.licdn.com/dms/image/C4D22AQGmMx6VXOAxwg/feedshare-shrink_2048_1536/0/1614172455364?e=1684972800&v=beta&t=_-c-PgAdovB9ak1nbDpYMu1tC_kzF2N0DslntKFogeE,IMAGE,5,0,30,0,2,32,640
2021-02-25,6770672583256895488,https://www.linkedin.com/feed/update/urn:li:share:6770672583256895488,Skills You Need to be a Data Scientist in 2021,"Tue, Mar 2, 2021, 5:30 PM: Full Agenda TBCEXPLORE, Africa’s largest Data Science Academy, will be presentingYou MUST register to attend!When: Mar 2,[masked]:30 PM JohannesburgRegister in advance for t",https://www.meetup.com/Data-Science-Johannesburg/events/276365016/,"Come listen to a talk by one of our Chief Explorers, Jaco Jansen van Rensburg - PhD.
He will focus on our philosophy, what we teach and how we teach it. 

Follow the link to RSVP for the Meetup.

https://lnkd.in/dkA3_ie

#datascience #learning #meetup",urn:li:image:C4D27AQH00ZR0zL7Rkg,ARTICLE,0,0,16,1,3,20,
2021-02-26,6770955915362361345,https://www.linkedin.com/feed/update/urn:li:ugcPost:6770955915362361345,"Please take a few seconds today to give us your opinion. 

#datascience #machinelearning #datamodeling",,,"Please take a few seconds today to give us your opinion. 

#datascience #machinelearning #datamodeling",,,0,0,11,0,1,12,
2021-03-01,6772231032113520641,https://www.linkedin.com/feed/update/urn:li:share:6772231032113520641,"
Time is running out to RSVP for this event hosted by Matthew Bernath.

Come and learn more about Data Science and how we teach it at Explore Data Science Academy.

See you tomorrow at 17:30.

https://lnkd.in/dHGSFt2",,,"
Time is running out to RSVP for this event hosted by Matthew Bernath.

Come and learn more about Data Science and how we teach it at Explore Data Science Academy.

See you tomorrow at 17:30.

https://lnkd.in/dHGSFt2",,,0,0,2,0,0,2,
2021-03-02,6772579273753563136,https://www.linkedin.com/feed/update/urn:li:share:6772579273753563136,Learn Git Branching,An interactive Git visualization tool to educate and challenge!,http://learngitbranching.js.org,"While getting to grips with the basics of Git is a relatively easy process, mastering some of its advanced concepts can be challenging! 

We believe in learning by doing within the Explore Data Science Academy, as understanding is strengthened through continual feedback. 

This is what makes learngitbranching.js.org a fantastic resource, providing a simple, visual and interactive interface to practice both basic and advanced Git commands. 

What are you waiting for? Git going!

https://lnkd.in/gAJMWdf

#git #datascience #gitcommands #learngitbranching",https://media.licdn.com/dms/image/sync/C5627AQGE3k7U1361eg/articleshare-shrink_1280_800/0/1681256315474?e=1682553600&v=beta&t=wMzDqyWRul4mrE8ywYIb5Y_0U3D1E1TU3N4FTguX5RY,ARTICLE,2,0,6,1,0,7,350
2021-03-04,6773284674363019264,https://www.linkedin.com/feed/update/urn:li:share:6773284674363019264,Visualizing Neural Networks with the Grand Tour,"By focusing on linear dimensionality reduction, we show how to visualize many dynamic phenomena in neural networks.",https://distill.pub/2020/grand-tour/,"Deep learning is notorious for being an opaque field of study, where the insights behind modelling results can be severely limited. In this article, the authors cast light on a new technique to help make sense of how a convolutional neural network makes its decisions as its learning on a dataset progresses.

https://lnkd.in/emHqfSg

#deeplearning #datascience #neuralnetworks ",https://media.licdn.com/dms/image/sync/C4D27AQF0YNkcUJUXbA/articleshare-shrink_1280_800/0/1681392801765?e=1682553600&v=beta&t=cEOZdIguHwzsxEqsCzDNfXnSMSgo7GmmEJAVbGaWfJA,ARTICLE,0,0,4,0,0,4,
2021-03-05,6773538323022651392,https://www.linkedin.com/feed/update/urn:li:share:6773538323022651392,Papers with Code - The latest in Machine Learning,Papers With Code highlights trending Machine Learning research and the code to implement it.,http://paperswithcode.com,"One of the Explore Data Science Academy core tenants is that we learn best by doing, coming to grips with complex problems by practically grappling with them. 

As a wide resource that can help fuel such an approach to learning, paperswithcode.com aggregates both cutting edge research in multiple scientific fields, along with open source code to help accelerate your exploration of these concepts. 

What can you learn through experimentation today?

#machinelearning #datascience #research",https://media.licdn.com/dms/image/sync/C4E27AQHg65w3du0cng/articleshare-shrink_1280_800/0/1680994128526?e=1682553600&v=beta&t=5jpoYeUIEuADFRWLB8pvhTzeoHgdHaC7-pbTRMUArKQ,ARTICLE,1,0,10,0,0,10,1000
2021-03-09,6774932929379360768,https://www.linkedin.com/feed/update/urn:li:share:6774932929379360768,Simple GPS data visualization using Python and Open Street Maps,There is an easy way of visualizing the GPS data on the maps.,https://towardsdatascience.com/simple-gps-data-visualization-using-python-and-open-street-maps-50f992e9b676,"Visualisation of GPS data is always a bit tricky, and installing the packages can get complicated. 

This article will show the simple but effective GPS records visualisation method using Python and Open Street Maps (OSM).

https://lnkd.in/dRq64pC

#visualisations #python #datascience",https://media.licdn.com/dms/image/sync/C4E27AQEEPycraKRXOg/articleshare-shrink_1280_800/0/1681860182430?e=1682553600&v=beta&t=irpURQC1wsvmkTHFn7qE1_bXTvmkhYacqZwPKbV3bQk,ARTICLE,0,0,9,0,2,11,
2021-03-15,6777106489401204736,https://www.linkedin.com/feed/update/urn:li:share:6777106489401204736,Learn Intro to Deep Learning Tutorials,Use TensorFlow and Keras to build and train neural networks for structured data.,https://www.kaggle.com/learn/intro-to-deep-learning,"How about starting the week by learning a new skill?
The theme for the week we are going to focus on is Deep Learning.

Kaggle is not only a platform for applying your skills but also one of learning.
Start learning Deep Learning skills by doing this Intro to Deep Learning course. 
This course will use TensorFlow and Keras to build and train neural networks for structured data. 
It will only take 4 hours.

https://lnkd.in/dNKr27Q

#datascience #deeplearning #newskills #machinelearning 
",,ARTICLE,0,0,20,0,0,20,
2021-03-17,6777960130366472192,https://www.linkedin.com/feed/update/urn:li:share:6777960130366472192,A Comprehensive Guide to Convolutional Neural Networks — the ELI5 way,Artificial Intelligence has been witnessing a monumental growth in bridging the gap between the capabilities of humans and machines…,https://towardsdatascience.com/a-comprehensive-guide-to-convolutional-neural-networks-the-eli5-way-3bd2b1164a53,"There are many different types of Deep Learning Algorithms. 
Convolutions Neural Networks (CNNs) are mainly used for image processing and object detection. 

In this article, you can explore the different layers of a CNN and discover how they work and interact to produce a robust learning model.

https://lnkd.in/e3NUzNU

#deeplearning #convolutionalneuralnetworks #datascience ",https://media.licdn.com/dms/image/sync/D5627AQF1B_BxZajy5w/articleshare-shrink_1280_800/0/1680885885202?e=1682553600&v=beta&t=w69K2X-98ZyW2cvb67VzyDS5ZMqJWEOyUpPdb2D1HuA,ARTICLE,1,0,7,0,1,8,800
2021-03-25,6780810339308060672,https://www.linkedin.com/feed/update/urn:li:share:6780810339308060672,Local Tech Firm Explore-AI Extend Partnership With Thames Water UK,"TechFinancials is a reliable tech media property, dedicated to obsessively analyzing digital revolution and breaking tech news.",https://techfinancials.co.za/2021/03/25/local-tech-firm-explore-ai-extend-partnership-with-thames-water-uk/,"EXPLORE-AI has been confirmed as the preferred Data Science partner by British water utility Thames Water.

Read more about it here: https://lnkd.in/dscSFzu

#datascience",https://media.licdn.com/dms/image/sync/D4E27AQHQGIXvLDckOg/articleshare-shrink_800/0/1681254667146?e=1682553600&v=beta&t=LRLFnqYWyi1G_cnivWHoigNYFu5dwVHABvsYx1IOX68,ARTICLE,3,1,58,0,4,63,2100
2021-03-26,6781204783555457024,https://www.linkedin.com/feed/update/urn:li:share:6781204783555457024,How does News Feed predict what you want to see?,New details share how our News Feed ranking system personalizes content for billions to show them content that's relevant and meaningful.,https://tech.fb.com/news-feed-ranking/?,"Facebook shares new details about how its machine learning ranking system works and the challenges of building a system to personalise the content for more than 2 billion people.

https://lnkd.in/ddgRvvA

#facebook #machinelearning #datascience ",https://media.licdn.com/dms/image/sync/C4D27AQHbb20hT6uItg/articleshare-shrink_800/0/1630747117268?e=1682553600&v=beta&t=Fkrqe4LyI0UE6uG1XsnZtoqWJZW-g5Xldj6C5IMnPsM,ARTICLE,4,0,7,0,0,7,175
2021-03-29,6782203074451648512,https://www.linkedin.com/feed/update/urn:li:share:6782203074451648512,Computing Receptive Fields of Convolutional Neural Networks,Detailed derivations and open-source code to analyze the receptive fields of convnets.,https://distill.pub/2019/computing-receptive-fields/,"In a digital era where a plethora of convenient tools and resources exist to deploy sophisticated machine learning models, we can be forgiven for often assuming that their operation is trivial. This resource helps us remove this false view by masterfully revealing the complexity required for a modern computer vision model to 'see' an entire image.

https://lnkd.in/eS-WQrB

#datascience #neuralnetworks #machinelearningmodels ",https://media.licdn.com/dms/image/sync/C4D27AQFlF_vUg1p6QA/articleshare-shrink_800/0/1681823078027?e=1682553600&v=beta&t=oAcTU_Xdm_ee-uyTYc1OJFZEgeXQT3N3RJXVMV2M4fk,ARTICLE,9,0,5,0,0,5,55.56
2021-03-30,6782639788949282816,https://www.linkedin.com/feed/update/urn:li:ugcPost:6782639788949282816,"Calculus, Statistics and Linear Algebra are integral to Data Science. This week, we will share a few cheat sheets you can reference if you are a bit rusty on these topics.
 
The first one is on Calculus, and one to be shared!
#calculus #datascience #learndatascience #statistics #linearalgebra ",,,"Calculus, Statistics and Linear Algebra are integral to Data Science. This week, we will share a few cheat sheets you can reference if you are a bit rusty on these topics.
 
The first one is on Calculus, and one to be shared!
#calculus #datascience #learndatascience #statistics #linearalgebra ",,,16,2,42,1,6,51,318.75
2021-04-02,6783642853739401216,https://www.linkedin.com/feed/update/urn:li:ugcPost:6783642853739401216,"The next cheat sheet covers Linear Algebra Basics. 
Have fun revising these important concepts.

#linearalgebra #datasciencebasics #datascience

Cheat Sheet designed by Laurent Lessard,  University of Wisconsin–Madison",,,"The next cheat sheet covers Linear Algebra Basics. 
Have fun revising these important concepts.

#linearalgebra #datasciencebasics #datascience

Cheat Sheet designed by Laurent Lessard,  University of Wisconsin–Madison",,,24,5,46,0,5,56,233.33
2021-04-05,6784741755796406272,https://www.linkedin.com/feed/update/urn:li:share:6784741755796406272,Amazon Web Services now offers an ‘intensive’ one-year training course in South Africa – here’s how to apply,Cloud giant Amazon Web Services (AWS) announced a partnership with Explore Data Science Academy to offer an intensive one-year training course.,https://businesstech.co.za/news/cloud-hosting/480453/amazon-web-services-now-offers-an-intensive-one-year-training-course-in-south-africa-heres-how-to-apply/,"EXPLORE continues to work with AWS with students emerging into the world of work with great cloud computing skills

https://lnkd.in/e4v3BHj",https://media.licdn.com/dms/image/sync/C4D27AQEIOWAsBdKpKQ/articleshare-shrink_800/0/1681672272806?e=1682553600&v=beta&t=ld6eyJYvd99DZZh_JDFUONCYL_bPxSYp4by2xPktXOI,ARTICLE,19,0,32,1,4,37,194.74
2021-04-06,6785206817128497152,https://www.linkedin.com/feed/update/urn:li:share:6785206817128497152,Semi-Automated Exploratory Data Analysis (EDA) in Python,Comprehensive Data Exploration Process with One-Click,https://towardsdatascience.com/semi-automated-exploratory-data-analysis-eda-in-python-7f96042c9809,"Exploratory Data Analysis (EDA) is of vital importance to any Data Scientist. It helps us understand patterns in our data, pinpoint any outliers and indicate relations between variables.
 
Have a look at this article and EDA Cheat Sheet (from www.visual-design.net) for further reference.

https://lnkd.in/gPxjNQS

#datascience #ExploratoryDataAnalysis #visualization",https://media.licdn.com/dms/image/sync/C4E27AQG9W_RtdmDhTA/articleshare-shrink_1280_800/0/1681817645039?e=1682553600&v=beta&t=R0FiJhu3gk1e6Dl0zavCjZ_j82IWJZIlgHMVrmhv_6M,ARTICLE,21,1,32,0,4,37,176.19
2021-04-08,6785856458224345088,https://www.linkedin.com/feed/update/urn:li:share:6785856458224345088,"Exploratory Data Analysis can be cross-classified in two ways. 
Look at this visual to note the four types of EDA we can perform on our data.
Non-Graphical EDA relates to summary statistics and Graphical EDA to visualisations. Univariate refers to one variable at a time and Multivariate to two or more variables. 

#datascience #dataanalytics #exploratorydataanalysis ",,https://media.licdn.com/dms/image/C4D22AQGBMoYbrwUYBw/feedshare-shrink_2048_1536/0/1617874253530?e=1684972800&v=beta&t=dUTZq9lm2JkyVcLNrUHV43QMNVVuk4ZNg-OD8KV45KM,"Exploratory Data Analysis can be cross-classified in two ways. 
Look at this visual to note the four types of EDA we can perform on our data.
Non-Graphical EDA relates to summary statistics and Graphical EDA to visualisations. Univariate refers to one variable at a time and Multivariate to two or more variables. 

#datascience #dataanalytics #exploratorydataanalysis ",https://media.licdn.com/dms/image/C4D22AQGBMoYbrwUYBw/feedshare-shrink_2048_1536/0/1617874253530?e=1684972800&v=beta&t=dUTZq9lm2JkyVcLNrUHV43QMNVVuk4ZNg-OD8KV45KM,IMAGE,28,0,16,0,0,16,57.14
2021-04-09,6786273750611435520,https://www.linkedin.com/feed/update/urn:li:share:6786273750611435520,EXPLORE Data Science Academy | AWS in South Africa,The EXPLORE Data Science Academy is a premier data science academy in South Africa and teaches students how to solve real-world problems using the latest data science technologies that have emerged. AWS in the Public Sector paves the way for...,https://www.youtube.com/watch?v=pkuLjel62os,"Earlier this week, we shared exciting news about our partnership with Amazon Web Services (AWS). Now you can hear some of our previous students' experiences and how our training program has changed their lives.

https://lnkd.in/dQbPDYG

#training #students #coding #edtech #education #datascience",https://media.licdn.com/dms/image/sync/C4D27AQEkMUdKfiYl9A/articleshare-shrink_1280_800/0/1680949701042?e=1682553600&v=beta&t=1G9tcSFNC-C7Tv_2cJTJzNEwoU9yhJ9rju-MBVq2UFQ,ARTICLE,19,1,30,0,4,35,184.21
2021-04-13,6787722413040779264,https://www.linkedin.com/feed/update/urn:li:share:6787722413040779264,Amazon’s amazing learnership course for South Africans,Study a course with one of the world's leading tech companies.,https://www.jacarandafm.com/lifestyle/family/amazons-amazing-learnership-course-south-africans/,"
The news continues to spread.
 “Amazon partnered with prominent institution, Explore Data Science Academy, to offer a one-year training learnership course.”

https://lnkd.in/dXsvpXJ

#datascience #education",https://media.licdn.com/dms/image/sync/C4E27AQFYAEF07uefbA/articleshare-shrink_800/0/1681823076092?e=1682553600&v=beta&t=56qw5w2GE0_xkfaoCsEnYl5eFkZfDcGqFKobjWB7PTQ,ARTICLE,16,0,14,0,2,16,100
2021-04-15,6788352222267760640,https://www.linkedin.com/feed/update/urn:li:share:6788352222267760640,It's Called Artificial Intelligence—but What Is Intelligence?,"We’ve built machines that are capable of incredible feats, yet still they have nothing on a baby.",https://www.wired.com/story/its-called-artificial-intelligence-but-what-is-intelligence/,"Tasks that are seemingly easy for humans to complete can actually be very difficult for machines to achieve.  Read this interesting article that gives insight into how (un)intelligent our current AI algorithms are.

https://lnkd.in/g9h8Yr6

#artificialintelligence #datascience ",https://media.licdn.com/dms/image/sync/C4D27AQHpdcHJ5qGxNQ/articleshare-shrink_1280_800/0/1681023663338?e=1682553600&v=beta&t=LoyOxv0Tpe45IG313j2lZIGEe0ZX7R0pLxoOu1Ua0_4,ARTICLE,11,0,7,0,0,7,63.64
2021-04-16,6788756556688171008,https://www.linkedin.com/feed/update/urn:li:ugcPost:6788756556688171008,"Earlier this month, we shared cheat sheets on Calculus and Linear Algebra. Today we will share one on Statistics, one of the key disciplines of Data Science.

#datascience #statistics #learning",,,"Earlier this month, we shared cheat sheets on Calculus and Linear Algebra. Today we will share one on Statistics, one of the key disciplines of Data Science.

#datascience #statistics #learning",,,26,1,38,0,3,42,161.54
2021-04-20,6790163531468681216,https://www.linkedin.com/feed/update/urn:li:share:6790163531468681216,"BecomingHuman.AI has put together this comprehensive resource of downloadable cheat sheets for AI, Neural Networks, Machine Learning, Deep Learning & Data Science. 

Here is the one on Neural Networks. 
Cheat sheets on the other topics can be found here: https://lnkd.in/eGJqu8i

#datascience #machinelearning #learning",,https://media.licdn.com/dms/image/C4D22AQFgFehwPadHAg/feedshare-shrink_2048_1536/0/1618901139839?e=1684972800&v=beta&t=cfN6vPcLOyuyIYNRDDchyQg5mzpuDkOcQHjJ-a9ms_s,"BecomingHuman.AI has put together this comprehensive resource of downloadable cheat sheets for AI, Neural Networks, Machine Learning, Deep Learning & Data Science. 

Here is the one on Neural Networks. 
Cheat sheets on the other topics can be found here: https://lnkd.in/eGJqu8i

#datascience #machinelearning #learning",https://media.licdn.com/dms/image/C4D22AQFgFehwPadHAg/feedshare-shrink_2048_1536/0/1618901139839?e=1684972800&v=beta&t=cfN6vPcLOyuyIYNRDDchyQg5mzpuDkOcQHjJ-a9ms_s,IMAGE,28,0,17,0,1,18,64.29
2021-04-20,6790268556408889344,https://www.linkedin.com/feed/update/urn:li:share:6790268556408889344,Journeys | Kevin,,https://www.youtube.com/watch?v=qYmcDHP3DsY,"Our Chief Engineer shares some thoughts on the evolution of Software Engineering:

https://lnkd.in/eQ2gVsU",https://media.licdn.com/dms/image/sync/C4E27AQHpUMWV7aZ9YA/articleshare-shrink_1280_800/0/1681392801653?e=1682553600&v=beta&t=FvNU8E828EwyHG-Sx6I2ZrfphM3hEcLrflK_0Fk4TfA,ARTICLE,15,0,13,1,1,15,100
